headline,clickbait
لاجئون سوريون   من جحيم الحرب إلى أولمبياد طوكيو,1
الشيخة لطيفة آل مكتوم تظهر في مطار بإسبانيا  شاهد),0
قبول للائحة اتهام تطالب بحل  الشعوب الديمقراطي  بتركيا,1
محللون يقرأون شكل حكومة الجزائر بعد الانتخابات البرلمانية,1
دعوات فلسطينية للتصدي لمسيرات المستوطنين بالضفة,1
قيس سعيّد يوافق على مبادرة الحوار الوطني ويضع شروطه,1
ما تأثير وصول  رئيسي  لرئاسة إيران على الملف السوري؟,0
السعودية  بعد الوهابية    ابن سلمان ينفذ تغييرات جذرية,1
أقطاي لـ شكري   هذه مستحيلات تركيا   أرسل رسائل للقاهرة,0
رئيس الفلبين يحرّك المياه الراكدة مع الرياض بعد أزمة العمالة,1
 حماس  ترد على تهديدات بينيت   وتؤكد أن ثمن التبادل غال,1
صحيفة بريطانية  إبراهيم رئيسي   رئيس أم دمية؟,0
فرنسا تتلقى ضربة موجعة قبل لقاء  الحسم  أمام البرتغال,1
مصرع  شخصا بينهم  أطفال بحادث سير بالولايات المتحدة,1
الرياض تعلق على سحب الباتريوت وتخفيض قوات أمريكا بالمملكة,1
الصومال وإثيوبيا يوقعان اتفاقية لتبادل السمك والقات,1
وفد  حماس  يختتم أول زيارة له للمغرب ونواكشوط الوجهة التالية,1
شخصيات مصرية وأمريكية تطالب بايدن بوقف إعدامات السيسي,1
هكذا بدا منظر ناشطين سوريين أفرج عنهم النظام مؤخرا  صور),0
 القبائل  يطيح بالقطن الكاميروني وبيراميدز يتعادل مع الرجاء,1
مستشارو نتنياهو يستعرضون مسيرته من الصعود إلى السقوط,1
صحيفة روسية  لبنان يتجه بخطى ثابتة نحو الانهيار,1
دعوة إسرائيلية لسن قانون دائم لمنع لم شمل العائلات الفلسطينية,1
استبعاد  مرشحا من الانتخابات العراقية لـ علاقتهم بالبعث ,1
خبير أمني إسرائيلي  لدينا مصلحة واضحة بوجود مصر في غزة,1
انتكاسة لليمين المتطرّف ولماكرون بالانتخابات المحلية بفرنسا,1
السعودية تصدر أحكاما بحق معتقلين أردنيين وفلسطينيين اليوم,1
منظمة تطالب لندن بالتحقيق بظروف وفاة الناشطة الإماراتية آلاء,1
أمريكا تحيي ذكرى انتهاء العبودية ونصب تذكاري لفلويد  شاهد),1
يورو    إيطاليا تنهي دور المجموعات متصدرة بأقل مجهود,1
 شخصية عالمية تدعو بايدن لإنهاء القمع ضد الفلسطينيين,1
وزير خارجية الاحتلال الجديد سيزور الإمارات قريبا,1
رجل بريطاني يعثر على من أنقذت حياته بعد بحثه عنها,1
محللون يقرؤون تأثير فوز رئيسي على علاقات إيران والسعودية,1
برلماني بريطاني  سنلاحق أي منظمات تدعم انتهاكات إسرائيل,1
النرويج تحسم قرارها بشأن  مقاطعة كأس العالم بقطر ,1
الدويلة للأسرة الحاكمة بالكويت  لا تستجيبوا لبطانة السوء,1
بينيت يتعهد باستعادة الجنود الإسرائيليين الأسرى لدى  حماس ,1
مقدمة طائرة بريطانية ترتطم بالأرض في هيثرو  فيديو),0
أهالي  بيتا  يبتكرون وسائل إبداعية لمقاومة الاستيطان,1
رحيل كلب الرئيس الأمريكي  تشامب    وعائلة بايدن تنعاه,1
هبوط حاد بواردات الصين من النفط السعودي   ما علاقة إيران؟,0
صلاح خاشقجي ينشر صورة لوالده في يوم الأب العالمي  شاهد),0
نشطاء يستذكرون موقف آلاء الصديق ضد تطبيع الإمارات  شاهد),0
قرار فلبيني بشأن العمالة في السعودية   ورسالة للملك سلمان,1
  بايدن منح ابن سلمان البراءة   فزادت أعداد ضحاياه,1
قوات حفتر تنفي فتح  الطريق الساحلي  رغم تدشينه رسميا,1
صاروخ يستهدف قاعدة عراقية بالأنبار تضم جنودا أمريكيين,1
وقفة أمام سفارة مصر بالأردن تنديدا بأحكام الإعدام  شاهد),0
حسين يعقوب يغلق قناته على  يوتيوب  بعد مثوله بالمحكمة  شاهد),0
التونسية أنس جابر تتوج بأول لقب في رابطة المحترفات,1
العثور على لوحتين نادرتين بألمانيا ألقيتا على قارعة الطريق,1
غضب من  رواية إماراتية مختلقة  لوفاة آلاء الصديق,1
السعودية تتصدر خسائر بورصات الخليج   وأسهم قطر ترتفع,1
الغارديان  رئيسي مرتبط بمقتل  آلاف إيراني معارض بالثمانينيات,1
صحيفة  جوسينس يرد على إهانة رونالدو في قمة ألمانيا والبرتغال,1
حزن بمواقع التواصل بعد وفاة الناشطة الإماراتية آلاء الصديق,1
  مقتل قائد الكوماندوز الأفغاني يهز كابول   طالبان عائدة بقوة,1
كيف ينعكس وصول  رئيسي  لرئاسة إيران على الوضع بالعراق؟,0
النفيسي يدعو دول الخليج لتوقيع اتفاقيات دفاع مشترك مع تركيا,1
 رايتس ووتش   مشرف الإعدامات الجماعية انتُخب رئيسا لإيران,1
مظاهرة في الكويت ترفض إلزامية لقاح كورونا   وجدل  شاهد),0
محكمة إسرائيلية تقرر الإفراج المشروط عن كمال الخطيب,1
السجن ومليون ريال غرامة لمن يساعد وافدا في التسلل للسعودية,1
استثمار إسرائيلي مرتقب في  الكيف المغربي ,1
برهم صالح  لدينا اختناقات سياسية خطيرة تتطلب حلولا غير مألوفة,1
 الشورى السعودي  يناقش السماح بفتح المحال خلال وقت الصلاة,1
تعرف على عدد الأهداف المسجلة باليورو حتى الآن,0
التحالف  اعترضنا  مفخخة استهدفت السعودية خلال  ساعة,1
في يومهم العالمي   مطالبة بعودة  ملايين لاجئ فلسطيني,1
بايدن يلتقي نظيره الإسرائيلي بواشنطن الأسبوع القادم,1
  مؤيد سابق للسيسي يتنبأ بثورة جديدة في مصر,1
 المقاومة   منح جهود دولية وعربية فرصة لإنجاح إنهاء حصار غزة,1
ديلي تليغراف  رئيسي لا يستحق الرئاسة بل السجن لهذا السبب,0
الحكومة الليبية لعربي  فتح طريق الساحل بين الشرق والغرب,1
الجيش اليمني  دمرنا  بالمئة من دفاعات الحوثي حول مأرب,1
 والله إن هذه الحكاية لحكايتي  رواية جديدة لعبد الفتاح كيليطو,1
وفاة الحقوقية الإماراتية آلاء الصديق بحادث سير في لندن,1
غانتس يسعى لتشكيل لجنة تحقيق ضد نتنياهو بقضية الغواصات,1
قادة الاحتلال عن رئيسي  فاز الأكثر تطرفا,1
اقتحامات للأقصى واعتقالات بأراضي الـ وصمود في  بيتا ,1
 مصابين بينهم أطفال جراء إطلاق نار في تورنتو بكندا,1
ترقب لعودة سفير موسكو إلى واشنطن الأحد,1
هكذا دمرت إسرائيل المفاعل النووي العراقي قبل  عاما,0
قتيل على الأقل بصدم شاحنة مشاركين بمسيرة للمثليين بفلوريدا,1
البرتغال تحقق رقما سلبيا غير مسبوق باليورو أمام ألمانيا,1
